Rural_Area,Quantity,Percentage,country_name,job_name
Yes,1,0.02,Netherlands,Clinical Data Manager
Yes,3,0.05,Poland,Data Coordinator
Yes,1,0.02,Poland,Data Communications Technician
Yes,1,0.02,Poland,Database Security Administrator
Yes,1,0.02,Poland,Database Administrator (DBA)
Yes,1,0.02,Poland,Flight Data Technician
Yes,2,0.04,Poland,Database Tester
Yes,1,0.02,Poland,Clinical Data Management Associate Director
Yes,2,0.04,Poland,Data Storage Specialist
Yes,1,0.02,Poland,Data Entry Specialist
Yes,1,0.02,Poland,Database Software Technician
Yes,1,0.02,Poland,Data Warehousing Specialist
Yes,1,0.02,Poland,Geographic Information Systems Data Specialist (GIS Data Specialist)
Yes,2,0.04,Poland,Database Development and Administration Project Manager
Yes,1,0.02,Poland,Data Warehouse Analyst
Yes,1,0.02,Poland,Field Artillery Automated Tactical Data System Specialist
Yes,1,0.02,Poland,Data Recovery Planner
Yes,2,0.04,Poland,Database Modeler
Yes,1,0.02,Poland,Clinical Data Associate
Yes,1,0.02,Poland,Data Reviewer
Yes,1,0.02,Poland,Database Designer
Yes,3,0.05,Poland,Geographic Information Systems Data Manager (GIS Data Manager)
Yes,1,0.02,Poland,Database Design Analyst
Yes,1,0.02,Poland,Data Entry Technician
Yes,2,0.04,Poland,Databases Software Consultant
Yes,2,0.04,Poland,Data Management Information Technology Specialist
Yes,1,0.02,Poland,Medical Data Analyst
Yes,1,0.02,Poland,Database Coordinator
Yes,1,0.02,Poland,Data Systems Manager
Yes,1,0.02,Poland,Data Warehouse Developer
Yes,1,0.02,Poland,Automatic Data Processing Planner
Yes,1,0.02,Poland,Data Communications Software Consultant
Yes,1,0.02,Poland,Data Scientist
Yes,1,0.02,Poland,Data Operations Director
Yes,1,0.02,Poland,Electronic Data Processing Auditor (EDP Auditor)
Yes,1,0.02,Poland,Internet Database Specialist
Yes,1,0.02,Poland,Data Security Analyst
Yes,1,0.02,Poland,Geographic Information Systems Data Administrator (GIS Data Administrator)
Yes,3,0.05,Poland,Automatic Data Processing Planner (ADP Planner)
Yes,1,0.02,Poland,Database Manager
Yes,2,0.04,Poland,Data Compiler
Yes,1,0.02,Poland,Database Architect
Yes,2,0.04,Poland,Data Processing Auditor
Yes,3,0.05,Poland,Data Communications Analyst
Yes,1,0.02,Poland,Oracle Database Administrator (Oracle DBA)
Yes,1,0.02,Poland,Data Architect
Yes,3,0.05,Poland,Geographic Information Systems Database Administrator (GIS Database Administrator)
Yes,3,0.05,Poland,Automatic Data Processing Customer Liaison (ADP Customer Liaison)
Yes,2,0.04,Poland,Director of Data Operations
Yes,2,0.04,Poland,Database Consultant
Yes,1,0.02,Poland,Data Processing Systems Analyst
Yes,1,0.02,Poland,Databases Computer Consultant
Yes,1,0.02,Poland,Voice and Data Technician
Yes,1,0.02,Poland,Data Entry Associate
Yes,1,0.02,Poland,Field Traffic Data Technician
Yes,1,0.02,Portugal,Data Processing Equipment Repairer
Yes,1,0.02,Portugal,Data Coordinator
Yes,1,0.02,Portugal,Electronic Data Interchange System Developer (EDI System Developer)
Yes,1,0.02,Portugal,Data Administrator
Yes,1,0.02,Portugal,Data Storage Specialist
Yes,1,0.02,Portugal,Database Administration Manager
Yes,1,0.02,Portugal,Database Software Technician
Yes,1,0.02,Portugal,Data Warehousing Engineer
Yes,1,0.02,Portugal,Geographic Information Systems Data Specialist (GIS Data Specialist)
Yes,2,0.04,Portugal,Data Base Design Analyst
Yes,1,0.02,Portugal,LiDAR Data Analyst
Yes,1,0.02,Portugal,Automatic Data Processing Systems Security Specialist (ADP Systems Security)
Yes,1,0.02,Portugal,Data Warehouse Architect
Yes,1,0.02,Portugal,Database Coordinator
Yes,2,0.04,Portugal,Data Scientist
Yes,1,0.02,Portugal,Data Processing Clerk
Yes,1,0.02,Portugal,Database Manager
Yes,3,0.05,Portugal,Data Processing Manager
Yes,1,0.02,Portugal,Data Manager
Yes,1,0.02,Portugal,Data Architect
Yes,1,0.02,Portugal,Geographic Information Systems Database Administrator (GIS Database Administrator)
Yes,1,0.02,Portugal,Computer or Data Processing Systems Consultant
Yes,1,0.02,Romania,Data Entry Clerk
Yes,1,0.02,Romania,Database Engineer
Yes,1,0.02,Romania,Data Storage Specialist
Yes,1,0.02,Romania,Data Modeling Specialist
Yes,1,0.02,Romania,Crime Data Specialist
Yes,2,0.04,Romania,Head of Information Systems and Data Processing
Yes,1,0.02,Romania,Data Entry Supervisor
Yes,1,0.02,Romania,Data Warehousing Specialist
Yes,1,0.02,Romania,Geographic Information Systems Data Specialist (GIS Data Specialist)
Yes,1,0.02,Romania,Data Warehouse Analyst
Yes,1,0.02,Romania,Field Artillery Automated Tactical Data System Specialist
Yes,1,0.02,Romania,Data Input Clerk
Yes,1,0.02,Romania,Data Abstractor
Yes,1,0.02,Romania,Database Modeler
Yes,1,0.02,Romania,Database Designer
Yes,1,0.02,Romania,Database Administration Associate
Yes,1,0.02,Romania,Database Design Analyst
Yes,1,0.02,Romania,Data Entry Technician
Yes,1,0.02,Romania,Databases Software Consultant
Yes,1,0.02,Romania,Automatic Data Processing Systems Security Specialist (ADP Systems Security)
Yes,1,0.02,Romania,Data Officer
Yes,1,0.02,Romania,Data Warehouse Specialist
Yes,1,0.02,Romania,Data Systems Manager
Yes,1,0.02,Romania,Data Security Analyst
Yes,1,0.02,Romania,Database Manager
Yes,1,0.02,Romania,Data Processing Manager
Yes,1,0.02,Romania,Data Processing Systems Project Planner
Yes,1,0.02,Romania,Data Modeler
Yes,2,0.04,Romania,Data Processing Auditor
Yes,1,0.02,Romania,Data Architect
Yes,1,0.02,Romania,SQL Database Administrator
Yes,2,0.04,Romania,Automatic Data Processing Customer Liaison (ADP Customer Liaison)
Yes,1,0.02,Romania,Data Processor
Yes,2,0.04,Romania,Computer or Data Processing Systems Consultant
Yes,1,0.02,Sweden,Data Conversion Operator
Yes,1,0.02,Sweden,Database Security Administrator
Yes,1,0.02,Sweden,Data Administrator
Yes,1,0.02,Sweden,Data Modeling Specialist
Yes,1,0.02,Sweden,Database Development and Administration Project Manager
Yes,2,0.04,Sweden,Database Management System Specialist (DBMS Specialist)
Yes,1,0.02,Sweden,Data Collection Technician
Yes,1,0.02,Sweden,Database Design Analyst
Yes,1,0.02,Sweden,Data Acquisition Technician
Yes,1,0.02,Sweden,Data Entry Representative
Yes,1,0.02,Sweden,"Engineer, System Electronic Data Processing (Engineer, System EDP)"
Yes,1,0.02,Sweden,Database Manager
Yes,1,0.02,Sweden,Data Processing Manager
Yes,1,0.02,Sweden,Database Architect
Yes,1,0.02,Sweden,Data Communications Analyst
Yes,1,0.02,Sweden,Geographic Information Systems Database Administrator (GIS Database Administrator)
Yes,1,0.02,Sweden,SQL Database Administrator
Yes,1,0.02,Sweden,Data Transcriber
Yes,1,0.02,Slovenia,Database Administration Manager
Yes,1,0.02,Slovenia,Clinical Data Associate
Yes,1,0.02,Slovenia,Data Management Information Technology Specialist
Yes,1,0.02,Slovenia,Data Warehouse Architect
Yes,1,0.02,Slovenia,Data Communications Software Consultant
Yes,1,0.02,Slovenia,Data Center Operator
Yes,1,0.02,Slovenia,Data Warehousing Manager
Yes,1,0.02,Slovenia,Automatic Data Processing Customer Liaison (ADP Customer Liaison)
Yes,1,0.02,Slovenia,Data Processing Systems Analyst
Yes,1,0.02,Slovenia,Database Developer
Yes,1,0.02,Slovakia,Database Security Administrator
Yes,1,0.02,Slovakia,Database Tester
Yes,1,0.02,Slovakia,Data Warehousing Engineer
Yes,1,0.02,Slovakia,Database Management System Specialist (DBMS Specialist)
Yes,1,0.02,Slovakia,Data Management Information Technology Specialist
Yes,1,0.02,Slovakia,Data Acquisition Technician
Yes,1,0.02,Slovakia,Automatic Data Processing Planner
Yes,1,0.02,Slovakia,Data Processing Consultant
Yes,1,0.02,Slovakia,Internet Database Specialist
Yes,3,0.05,Slovakia,Data Security Analyst
Yes,1,0.02,Slovakia,Geographic Information Systems Data Administrator (GIS Data Administrator)
Yes,2,0.04,Slovakia,Data Processing Systems Project Planner
Yes,1,0.02,Slovakia,Data Warehousing Manager
Yes,1,0.02,Slovakia,Automatic Data Processing Customer Liaison (ADP Customer Liaison)
Yes,1,0.02,Slovakia,Database Consultant
Yes,1,0.02,Slovakia,Data Processing Systems Analyst
Yes,1,0.02,Slovakia,Computer or Data Processing Systems Consultant
